Date,Open,High,Low,Close,Adj Close,Volume
2006-07-25,48.630001,49.549999,48.630001,49.400002,44.934250,20600
2006-07-26,49.400002,51.139999,49.299999,50.759998,46.171310,21900
2006-07-27,51.299999,51.330002,49.910000,50.139999,45.607365,22800
2006-07-28,50.250000,50.669998,50.000000,50.540001,45.971199,8800
2006-07-31,51.099998,51.939999,51.080002,51.700001,47.026337,22900
2006-08-01,51.570000,51.799999,51.020000,51.790001,47.108189,10500
2006-08-02,52.470001,52.930000,51.369999,51.750000,47.071808,33800
2006-08-03,51.250000,51.900002,50.810001,51.400002,46.753437,17100
2006-08-04,51.560001,51.560001,50.419998,50.860001,46.262276,9400
2006-08-07,51.150002,51.689999,50.860001,51.189999,46.562420,11000
2006-08-08,51.160000,51.740002,51.000000,51.070000,46.453278,11200
2006-08-09,51.590000,52.290001,51.430000,51.610001,46.944462,19900
2006-08-10,51.099998,51.110001,50.639999,50.720001,46.134922,7500
2006-08-11,50.849998,50.849998,50.430000,50.549999,45.980286,3600
2006-08-14,50.150002,50.150002,49.130001,49.349998,44.888767,13000
2006-08-15,49.599998,49.750000,49.320000,49.740002,45.243530,9500
2006-08-16,49.770000,50.299999,49.279999,49.470001,44.997921,12300
2006-08-17,49.009998,49.080002,48.529999,48.820000,44.406685,12000
2006-08-18,49.000000,49.320000,48.419998,49.310001,44.852386,5600
2006-08-21,49.900002,49.939999,49.500000,49.770000,45.270809,4200
2006-08-22,49.730000,50.200001,49.730000,50.180000,45.643742,5100
2006-08-23,50.220001,50.220001,49.200001,49.340000,44.879673,7000
2006-08-24,49.430000,50.070000,49.400002,50.070000,45.543690,9300
2006-08-25,50.750000,51.220001,50.650002,50.779999,46.189507,28800
2006-08-28,50.119999,50.459999,49.869999,50.000000,45.480003,13700
2006-08-29,49.480000,49.590000,49.279999,49.500000,45.025219,9300
2006-08-30,49.639999,49.669998,48.459999,49.070000,44.634087,13600
2006-08-31,49.020000,49.160000,48.570000,48.860001,44.443073,9200
2006-09-01,49.080002,49.570000,49.080002,49.470001,44.997921,7900
2006-09-05,49.980000,50.150002,49.830002,50.110001,45.580086,4100
2006-09-06,49.209999,49.270000,48.340000,48.349998,43.979160,8000
2006-09-07,48.080002,48.439999,47.639999,48.259998,43.897308,6000
2006-09-08,48.200001,48.200001,46.680000,46.680000,42.460140,11800
2006-09-11,46.000000,46.000000,45.000000,45.230000,41.141216,57800
2006-09-12,45.450001,45.810001,44.990002,45.180000,41.095745,36500
2006-09-13,45.299999,46.259998,45.299999,46.040001,41.877987,3500
2006-09-14,46.180000,46.299999,44.580002,44.610001,40.577263,24000
2006-09-15,44.599998,44.930000,44.369999,44.669998,40.631836,146300
2006-09-18,45.080002,45.919998,44.810001,45.689999,41.559624,76300
2006-09-19,45.950001,45.950001,44.410000,44.680000,40.640953,11700
2006-09-20,44.599998,44.599998,43.619999,43.619999,39.676769,42000
2006-09-21,43.750000,44.639999,43.750000,44.220001,40.222534,22000
2006-09-22,44.220001,44.279999,43.450001,43.549999,39.613087,10900
2006-09-25,42.849998,43.650002,42.369999,43.639999,39.694950,13600
2006-09-26,43.799999,44.560001,43.799999,44.490002,40.495033,9200
2006-09-27,45.150002,45.540001,44.400002,45.540001,41.450741,86900
2006-09-28,45.459999,45.910000,45.220001,45.270000,41.204983,19200
2006-09-29,45.270000,45.709999,44.889999,45.560001,41.468929,11300
2006-10-02,45.400002,45.709999,44.790001,44.790001,40.768085,186400
2006-10-03,43.980000,43.980000,43.000000,43.000000,39.138821,19400
2006-10-04,43.009998,43.740002,42.160000,43.740002,39.812374,48400
2006-10-05,44.480000,44.810001,44.000000,44.540001,40.540531,51800
2006-10-06,44.450001,44.610001,43.990002,44.610001,40.604244,2400
2006-10-09,45.270000,45.299999,44.220001,44.220001,40.249264,1900
2006-10-10,45.139999,45.369999,44.919998,45.139999,41.086658,3500
2006-10-11,45.040001,45.130001,44.500000,44.570000,40.567841,54400
2006-10-12,44.779999,45.639999,44.779999,45.570000,41.478043,109300
2006-10-13,45.950001,46.610001,45.950001,46.330002,42.169800,5200
2006-10-16,46.560001,47.720001,46.560001,47.700001,43.416771,87000
2006-10-17,47.680000,47.680000,46.639999,46.919998,42.706821,13600
2006-10-18,47.119999,47.639999,46.750000,46.970001,42.752323,7900
2006-10-19,47.070000,48.040001,47.070000,48.029999,43.717152,5800
2006-10-20,48.000000,48.000000,47.169998,47.360001,43.107307,10600
2006-10-23,46.599998,47.250000,46.599998,47.110001,42.879768,4900
2006-10-24,47.110001,48.340000,47.110001,48.340000,43.999317,47200
2006-10-25,48.070000,49.240002,48.070000,49.180000,44.763882,20800
2006-10-26,49.700001,49.700001,48.470001,48.770000,44.390709,22400
2006-10-27,48.810001,49.119999,48.220001,48.240002,43.908298,6800
2006-10-30,47.980000,47.980000,47.369999,47.500000,43.234741,15200
2006-10-31,47.299999,47.779999,46.680000,47.779999,43.489594,120700
2006-11-01,47.500000,47.830002,47.160000,47.189999,42.952576,77000
2006-11-02,46.869999,47.439999,46.599998,47.299999,43.052708,48900
2006-11-03,48.040001,48.549999,48.029999,48.340000,43.999317,6500
2006-11-06,48.299999,48.759998,47.980000,48.700001,44.326992,23800
2006-11-07,48.700001,48.700001,47.820000,48.139999,43.817280,3400
2006-11-08,48.720001,48.919998,48.720001,48.790001,44.408905,3700
2006-11-09,49.230000,49.849998,49.160000,49.270000,44.845806,56300
2006-11-10,48.910000,48.910000,48.430000,48.720001,44.345192,28800
2006-11-13,48.540001,48.759998,48.040001,48.450001,44.099438,8800
2006-11-14,48.950001,48.950001,48.279999,48.580002,44.217781,4900
2006-11-15,48.910000,49.700001,48.910000,49.389999,44.955036,12100
2006-11-16,49.799999,49.799999,48.209999,48.209999,43.880974,17400
2006-11-17,47.700001,48.900002,47.700001,48.869999,44.481712,11700
2006-11-20,48.400002,48.990002,48.320000,48.590000,44.226860,10400
2006-11-21,49.250000,49.590000,49.160000,49.580002,45.127968,9100
2006-11-22,49.580002,49.689999,48.770000,49.310001,44.882221,11500
2006-11-24,49.459999,49.639999,49.299999,49.310001,44.882221,2800
2006-11-27,49.599998,49.599998,48.820000,48.820000,44.436203,44600
2006-11-28,49.220001,49.880001,49.220001,49.779999,45.309990,12700
2006-11-29,49.980000,51.639999,49.980000,51.599998,46.966587,17400
2006-11-30,51.740002,51.970001,51.250000,51.740002,47.094025,27400
2006-12-01,51.500000,51.880001,51.279999,51.880001,47.221443,6000
2006-12-04,51.750000,51.750000,50.910000,51.340000,46.729919,9600
2006-12-05,51.400002,51.939999,51.330002,51.830002,47.175934,8200
2006-12-06,51.799999,52.369999,51.680000,51.750000,47.103115,16700
2006-12-07,51.650002,51.709999,51.200001,51.410000,46.793648,32300
2006-12-08,51.450001,51.450001,50.889999,50.889999,46.320351,30500
2006-12-11,50.700001,50.860001,50.529999,50.830002,46.265724,4400
2006-12-12,50.799999,50.919998,50.130001,50.369999,45.847038,16400
2006-12-13,50.480000,50.840000,50.299999,50.639999,46.092777,5800
2006-12-14,50.900002,51.529999,50.900002,51.310001,46.702614,12600
2006-12-15,51.400002,51.400002,50.610001,50.830002,46.265724,10100
2006-12-18,50.450001,50.450001,48.790001,48.820000,44.436203,17300
2006-12-19,48.299999,49.810001,48.299999,49.630001,45.173485,9300
2006-12-20,49.310001,49.740002,48.880001,48.919998,44.558659,5500
2006-12-21,48.889999,48.889999,48.349998,48.599998,44.267178,36800
2006-12-22,48.700001,48.700001,48.220001,48.240002,43.939297,4100
2006-12-26,48.250000,48.330002,47.660000,47.900002,43.629589,97900
2006-12-27,48.049999,48.419998,47.700001,48.320000,44.012154,105000
2006-12-28,48.480000,48.480000,48.040001,48.270000,43.966610,11300
2006-12-29,48.070000,48.070000,47.660000,47.750000,43.492973,24700
2007-01-03,46.950001,46.970001,45.810001,46.029999,41.926308,164300
2007-01-04,45.200001,45.869999,45.200001,45.340000,41.297829,85300
2007-01-05,45.490002,45.860001,45.090000,45.840000,41.753239,19600
2007-01-08,46.400002,46.630001,45.660000,46.009998,41.908085,10600
2007-01-09,45.349998,45.820000,44.900002,45.470001,41.416229,38200
2007-01-10,45.150002,45.200001,44.650002,44.759998,40.769524,20800
2007-01-11,44.849998,45.849998,44.580002,44.599998,40.623791,568300
2007-01-12,44.950001,46.070000,44.950001,45.990002,41.889900,19200
2007-01-16,45.950001,46.250000,45.419998,45.590000,41.525543,136500
2007-01-17,45.939999,46.270000,45.709999,46.020000,41.917202,12000
2007-01-18,46.299999,46.299999,45.500000,45.750000,41.671272,25000
2007-01-19,46.000000,47.070000,46.000000,47.009998,42.818939,23500
2007-01-22,47.500000,47.500000,46.730000,46.880001,42.700535,17200
2007-01-23,47.500000,48.500000,47.500000,48.220001,43.921059,34200
2007-01-24,48.150002,48.630001,47.630001,48.599998,44.267178,22300
2007-01-25,48.549999,48.549999,47.389999,47.570000,43.329014,33500
2007-01-26,48.099998,48.099998,47.610001,47.799999,43.538521,10000
2007-01-29,47.950001,48.490002,47.590000,47.820000,43.556721,81900
2007-01-30,48.180000,49.169998,48.110001,49.090000,44.713493,16700
2007-01-31,48.830002,49.650002,48.830002,49.330002,44.932106,18600
2007-02-01,49.669998,49.939999,49.200001,49.689999,45.260017,32500
2007-02-02,49.799999,49.799999,49.139999,49.560001,45.141602,19200
2007-02-05,50.000000,50.009998,49.250000,49.310001,44.913883,17500
2007-02-06,49.549999,49.619999,48.750000,49.020000,44.649734,40100
2007-02-07,48.970001,49.259998,48.580002,48.860001,44.504005,20900
2007-02-08,48.849998,49.290001,48.500000,49.130001,44.749939,15900
2007-02-09,49.450001,49.450001,48.889999,49.090000,44.713493,26900
2007-02-12,48.750000,48.790001,48.060001,48.270000,43.966610,51500
2007-02-13,48.700001,48.959999,48.560001,48.900002,44.540455,60900
2007-02-14,49.049999,49.570000,48.919998,49.130001,44.749939,78500
2007-02-15,49.099998,49.099998,48.459999,48.709999,44.367371,336100
2007-02-16,49.049999,49.110001,48.779999,49.029999,44.658833,34200
2007-02-20,48.599998,48.730000,48.439999,48.619999,44.285393,134400
2007-02-21,48.750000,49.389999,48.500000,49.380001,44.977650,34700
2007-02-22,49.450001,50.009998,49.310001,49.930000,45.478603,335300
2007-02-23,50.349998,50.400002,49.869999,50.020000,45.560585,46700
2007-02-26,50.490002,50.770000,50.220001,50.389999,45.897606,19100
2007-02-27,49.500000,49.959999,48.430000,48.840000,44.485790,38400
2007-02-28,48.990002,49.240002,48.520000,48.930000,44.567776,74800
2007-03-01,47.799999,49.340000,47.799999,48.950001,44.585979,10200
2007-03-02,48.900002,48.900002,47.990002,48.000000,43.720665,50900
2007-03-05,47.200001,47.799999,47.049999,47.049999,42.855373,243700
2007-03-06,48.000000,48.209999,47.639999,48.020000,43.738892,15700
2007-03-07,48.000000,49.630001,48.000000,49.020000,44.649734,43400
2007-03-08,49.450001,49.450001,48.750000,48.840000,44.485790,16900
2007-03-09,49.150002,49.240002,48.730000,48.889999,44.531334,14000
2007-03-12,48.700001,48.910000,48.330002,48.759998,44.412922,12000
2007-03-13,49.000000,49.459999,48.139999,48.290001,43.984814,18800
2007-03-14,48.400002,48.790001,47.919998,48.779999,44.431126,5800
2007-03-15,48.849998,48.910000,48.709999,48.720001,44.376488,3800
2007-03-16,48.750000,48.900002,48.180000,48.180000,43.884636,7200
2007-03-19,48.900002,49.240002,48.639999,49.070000,44.695290,165400
2007-03-20,49.080002,49.750000,49.040001,49.599998,45.178036,70200
2007-03-21,49.950001,50.590000,49.849998,50.279999,45.797413,21200
2007-03-22,50.900002,51.360001,50.880001,51.090000,46.535202,19300
2007-03-23,51.500000,51.540001,51.000000,51.349998,46.798569,25700
2007-03-26,51.720001,51.849998,51.099998,51.790001,47.199589,65900
2007-03-27,51.500000,51.880001,51.500000,51.790001,47.199589,10800
2007-03-28,52.099998,52.389999,51.750000,52.000000,47.390961,48300
2007-03-29,52.439999,52.439999,51.910000,52.389999,47.746410,31500
2007-03-30,52.349998,52.430000,51.750000,51.750000,47.163128,27300
2007-04-02,52.099998,52.500000,51.990002,52.259998,47.627934,30500
2007-04-03,52.270000,52.720001,51.889999,52.380001,47.737286,21900
2007-04-04,52.400002,53.090000,52.139999,52.930000,48.238537,33300
2007-04-05,53.080002,53.419998,53.080002,53.299999,48.575745,17500
2007-04-09,53.500000,53.959999,53.299999,53.490002,48.748909,36200
2007-04-10,53.750000,54.340000,53.750000,54.299999,49.487106,25900
2007-04-11,54.360001,54.509998,53.939999,53.959999,49.177235,14500
2007-04-12,54.450001,55.139999,54.169998,55.000000,50.125050,15600
2007-04-13,55.119999,55.220001,54.700001,55.220001,50.325558,30200
2007-04-16,55.200001,55.230000,54.500000,55.080002,50.197975,32500
2007-04-17,55.200001,55.240002,54.160000,54.369999,49.550900,51900
2007-04-18,54.000000,54.220001,53.810001,53.970001,49.186356,51100
2007-04-19,53.580002,53.619999,53.259998,53.279999,48.557507,32000
2007-04-20,53.950001,54.090000,53.529999,54.090000,49.295734,144600
2007-04-23,53.950001,54.730000,53.950001,54.540001,49.705841,42700
2007-04-24,54.799999,54.840000,54.500000,54.560001,49.724060,16400
2007-04-25,55.200001,56.090000,54.950001,55.639999,50.708328,42500
2007-04-26,55.700001,55.750000,55.240002,55.580002,50.653648,8000
2007-04-27,55.349998,55.709999,55.200001,55.450001,50.535179,67700
2007-04-30,55.650002,55.900002,54.610001,54.650002,49.806087,26500
2007-05-01,55.099998,55.099998,54.470001,54.990002,50.115952,32800
2007-05-02,55.450001,56.119999,55.450001,55.970001,51.009079,10900
2007-05-03,55.799999,56.490002,55.689999,56.220001,51.236923,32600
2007-05-04,56.549999,56.820000,56.070000,56.349998,51.355412,50600
2007-05-07,56.099998,56.189999,55.939999,56.130001,51.154907,10500
2007-05-08,55.849998,56.049999,55.240002,55.990002,51.027302,23400
2007-05-09,55.740002,55.840000,55.189999,55.709999,50.772129,33900
2007-05-10,55.959999,55.980000,54.669998,54.759998,49.906334,29000
2007-05-11,55.400002,56.009998,55.369999,55.970001,51.009079,6400
2007-05-14,56.150002,56.480000,55.990002,56.139999,51.164009,22400
2007-05-15,56.290001,56.400002,55.759998,55.759998,50.817696,45000
2007-05-16,55.950001,56.020000,55.169998,55.910000,50.954411,93900
2007-05-17,56.150002,57.259998,55.680000,56.860001,51.820187,64700
2007-05-18,57.369999,57.820000,57.240002,57.740002,52.622196,54600
2007-05-21,58.189999,58.950001,58.110001,58.509998,53.323952,86600
2007-05-22,58.689999,59.000000,58.130001,58.130001,52.977642,51000
2007-05-23,58.630001,58.849998,57.930000,57.930000,52.795361,71600
2007-05-24,58.099998,58.500000,56.759998,56.869999,51.829311,30500
2007-05-25,57.669998,57.799999,57.410000,57.779999,52.658661,65400
2007-05-29,57.650002,57.820000,57.200001,57.529999,52.430809,28800
2007-05-30,57.220001,58.750000,57.220001,58.720001,53.515339,21800
2007-05-31,58.880001,59.200001,58.430000,58.480000,53.296616,101200
2007-06-01,59.200001,59.520000,58.990002,59.150002,53.907234,170900
2007-06-04,59.549999,60.820000,59.549999,60.619999,55.246925,126300
2007-06-05,60.700001,60.709999,60.169998,60.549999,55.183140,26200
2007-06-06,60.299999,60.299999,59.270000,59.529999,54.253555,36600
2007-06-07,59.470001,59.750000,58.110001,58.130001,52.977642,20800
2007-06-08,58.000000,58.630001,57.400002,58.419998,53.241928,24600
2007-06-11,58.700001,59.299999,58.570000,59.000000,53.770523,31400
2007-06-12,58.650002,59.470001,58.250000,58.720001,53.515339,104400
2007-06-13,59.049999,60.070000,58.889999,60.070000,54.745670,30000
2007-06-14,60.389999,61.119999,60.389999,61.040001,55.629704,29000
2007-06-15,61.750000,61.869999,61.389999,61.709999,56.240307,47400
2007-06-18,62.150002,62.400002,61.779999,62.250000,56.732452,66100
2007-06-19,62.040001,62.200001,61.520000,61.910000,56.422592,41800
2007-06-20,62.099998,62.400002,60.110001,60.139999,54.809467,722900
2007-06-21,60.750000,61.299999,60.389999,61.250000,55.821095,86200
2007-06-22,61.150002,61.250000,60.150002,60.660000,55.283382,123400
2007-06-25,59.740002,60.130001,59.250000,59.480000,54.207966,30100
2007-06-26,59.599998,59.639999,57.750000,57.910000,52.777134,127300
2007-06-27,57.099998,58.480000,56.680000,58.480000,53.296616,234000
2007-06-28,59.000000,59.040001,58.090000,58.090000,52.963821,76200
2007-06-29,58.299999,59.169998,58.299999,58.520000,53.355869,23700
2007-07-02,58.799999,59.029999,58.540001,59.029999,53.820862,21700
2007-07-03,59.299999,59.650002,59.299999,59.599998,54.340588,18800
2007-07-05,59.939999,60.070000,59.049999,59.549999,54.294979,29400
2007-07-06,59.680000,60.110001,59.650002,59.779999,54.504688,59900
2007-07-09,60.009998,60.619999,59.950001,60.419998,55.088215,34600
2007-07-10,60.299999,60.610001,59.770000,60.029999,54.732624,12600
2007-07-11,60.000000,60.139999,59.669998,59.900002,54.614094,22900
2007-07-12,60.500000,60.619999,59.939999,60.380001,55.051731,70400
2007-07-13,60.599998,61.320000,60.599998,61.060001,55.671734,81700
2007-07-16,61.040001,61.040001,59.509998,59.939999,54.650578,169000
2007-07-17,60.450001,60.689999,59.590000,59.650002,54.386154,31900
2007-07-18,59.660000,61.049999,59.650002,61.049999,55.662609,29400
2007-07-19,61.299999,61.349998,60.939999,61.310001,55.899670,12600
2007-07-20,61.299999,61.299999,59.939999,60.380001,55.051731,47300
2007-07-23,60.099998,60.380001,59.169998,59.349998,54.112621,30800
2007-07-24,58.820000,58.820000,56.820000,57.060001,52.024715,68900
2007-07-25,57.410000,57.610001,55.980000,57.430000,52.362061,48200
2007-07-26,56.549999,56.970001,54.759998,55.950001,51.012672,60800
2007-07-27,55.599998,56.310001,54.439999,55.299999,50.420025,45600
2007-07-30,55.200001,56.299999,54.860001,55.959999,51.021786,25900
2007-07-31,57.000000,57.130001,55.630001,55.630001,50.720901,120500
2007-08-01,55.599998,56.290001,54.250000,55.820000,50.894135,89300
2007-08-02,56.000000,56.250000,55.000000,56.000000,51.058254,26700
2007-08-03,56.000000,56.279999,54.119999,54.119999,49.344151,83200
2007-08-06,53.299999,54.180000,52.549999,54.029999,49.262096,206900
2007-08-07,53.900002,55.389999,53.820000,55.099998,50.237679,80800
2007-08-08,55.450001,57.020000,55.430000,56.099998,51.149441,149900
2007-08-09,55.250000,56.619999,54.799999,55.130001,50.265018,81500
2007-08-10,54.200001,55.840000,54.060001,55.669998,50.757374,27000
2007-08-13,56.349998,56.520000,55.450001,55.540001,50.638847,15300
2007-08-14,55.950001,55.950001,54.610001,54.660000,49.836494,19400
2007-08-15,54.750000,55.090000,52.830002,53.049999,48.368587,1323100
2007-08-16,52.610001,52.939999,50.430000,52.580002,47.940048,1853600
2007-08-17,54.119999,54.720001,53.099998,54.150002,49.371510,36300
2007-08-20,53.900002,54.169998,52.880001,53.639999,48.906532,623000
2007-08-21,53.349998,53.930000,52.610001,53.070000,48.386810,139900
2007-08-22,53.599998,53.869999,53.130001,53.549999,48.824455,75000
2007-08-23,54.000000,54.060001,53.230000,53.810001,49.061516,309400
2007-08-24,53.900002,55.049999,53.900002,55.049999,50.192085,46500
2007-08-27,54.450001,54.450001,53.860001,54.020000,49.252987,44000
2007-08-28,53.599998,53.709999,52.700001,52.740002,48.085934,22200
2007-08-29,53.299999,54.049999,52.900002,53.869999,49.116199,47600
2007-08-30,53.650002,54.419998,53.650002,53.660000,48.924740,34700
2007-08-31,54.599998,54.820000,54.410000,54.439999,49.635918,29800
2007-09-04,54.500000,56.459999,54.349998,55.959999,51.021786,69700
2007-09-05,56.000000,56.400002,55.869999,56.320000,51.350018,44100
2007-09-06,56.700001,57.119999,56.599998,56.849998,51.833237,56500
2007-09-07,56.000000,56.160000,55.490002,56.090000,51.140320,70000
2007-09-10,56.099998,56.160000,54.680000,55.770000,50.848541,25800
2007-09-11,56.070000,56.730000,55.369999,56.619999,51.623535,147000
2007-09-12,56.650002,57.830002,56.650002,57.500000,52.425888,68000
2007-09-13,57.750000,58.189999,57.730000,57.980000,52.863514,75400
2007-09-14,57.599998,58.299999,57.500000,57.980000,52.863514,14000
2007-09-17,58.090000,58.470001,57.650002,57.650002,52.562641,20900
2007-09-18,57.900002,59.610001,57.560001,59.439999,54.194691,18600
2007-09-19,60.200001,60.459999,59.330002,59.639999,54.377029,39100
2007-09-20,59.869999,59.990002,59.400002,59.759998,54.486446,280200
2007-09-21,60.130001,60.560001,60.009998,60.200001,54.887627,82400
2007-09-24,60.330002,60.330002,59.450001,60.060001,54.759968,108700
2007-09-25,58.919998,59.110001,58.590000,59.080002,53.910450,57300
2007-09-26,59.590000,59.660000,58.430000,59.080002,53.910450,55500
2007-09-27,59.750000,59.759998,59.189999,59.650002,54.430561,45500
2007-09-28,59.799999,60.099998,59.119999,59.250000,54.065559,21200
2007-10-01,59.270000,60.279999,59.270000,60.259998,54.987202,24300
2007-10-02,60.160000,60.490002,59.730000,60.490002,55.197075,14300
2007-10-03,60.119999,60.369999,59.590000,59.939999,54.695202,40300
2007-10-04,59.970001,61.020000,59.279999,61.009998,55.671551,27900
2007-10-05,61.200001,61.610001,60.849998,61.540001,56.155186,196200
2007-10-08,61.270000,61.599998,60.790001,60.959999,55.625927,39800
2007-10-09,61.400002,62.520000,61.320000,62.520000,57.049446,318400
2007-10-10,61.970001,63.520000,61.799999,63.520000,57.961933,369200
2007-10-11,63.770000,64.570000,62.730000,63.349998,57.806808,226400
2007-10-12,63.400002,64.120003,63.320000,63.849998,58.263065,36200
2007-10-15,64.699997,64.849998,64.070000,64.349998,58.719307,51300
2007-10-16,64.360001,64.910004,64.330002,64.589996,58.938320,41800
2007-10-17,64.699997,65.010002,63.660000,64.239998,58.618927,84300
2007-10-18,63.900002,64.800003,63.900002,64.709999,59.047817,41300
2007-10-19,64.320000,64.320000,62.310001,62.360001,56.903435,45100
2007-10-22,61.240002,61.730000,60.700001,61.700001,56.301189,50400
2007-10-23,62.049999,62.340000,61.000000,61.740002,56.337677,80700
2007-10-24,61.430000,62.840000,61.299999,62.689999,57.204556,206200
2007-10-25,62.950001,63.939999,62.869999,63.680000,58.107941,89000
2007-10-26,65.180000,65.550003,65.019997,65.519997,59.786930,67300
2007-10-29,65.919998,66.099998,65.400002,65.669998,59.923824,86000
2007-10-30,65.260002,65.279999,64.129997,64.150002,58.536808,203800
2007-10-31,64.820000,66.360001,64.599998,66.139999,60.352673,53800
2007-11-01,65.440002,66.400002,64.669998,64.750000,59.084312,362000
2007-11-02,65.470001,65.809998,64.839996,65.699997,59.951187,195900
2007-11-05,64.949997,65.820000,64.900002,65.599998,59.859943,103400
2007-11-06,66.550003,67.250000,66.220001,67.250000,61.365566,53800
2007-11-07,66.849998,67.489998,65.599998,65.599998,59.859943,165900
2007-11-08,65.269997,66.820000,64.760002,65.800003,60.042416,145800
2007-11-09,65.800003,65.800003,64.440002,64.660004,59.002182,66300
2007-11-12,64.110001,64.110001,61.810001,61.810001,56.401569,103900
2007-11-13,61.779999,63.419998,61.349998,63.330002,57.788578,111900
2007-11-14,64.190002,64.720001,63.560001,63.560001,57.998436,704900
2007-11-15,63.430000,63.509998,61.540001,62.230000,56.784805,166900
2007-11-16,62.029999,63.220001,62.029999,63.119999,57.596935,49700
2007-11-19,63.009998,63.209999,62.209999,62.439999,56.976418,37800
2007-11-20,62.700001,63.500000,62.270000,62.959999,57.450916,117100
2007-11-21,62.970001,62.970001,61.770000,61.860001,56.447186,155200
2007-11-23,61.700001,63.090000,61.700001,62.700001,57.213680,20700
2007-11-26,62.900002,63.540001,61.560001,61.570000,56.182552,43600
2007-11-27,61.360001,61.360001,59.419998,60.360001,55.078442,87400
2007-11-28,60.950001,61.009998,59.900002,60.939999,55.607693,122500
2007-11-29,61.099998,61.939999,60.990002,61.310001,55.945313,49400
2007-11-30,61.439999,61.840000,60.919998,61.470001,56.091316,73100
2007-12-03,61.470001,61.860001,61.250000,61.669998,56.273811,27200
